uniqueid,country,year,location_type,cellphone_access,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size,age_of_respondent,bank_account
uniqueid_3055,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,22,0
uniqueid_3056,Kenya,2018,Urban,Yes,Female,Other non-relatives,Married/Living together,Secondary education,Formally employed Private,4,40,0
uniqueid_3057,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Secondary education,Self employed,3,30,1
uniqueid_3058,Kenya,2018,Rural,No,Male,Child,Married/Living together,Secondary education,Self employed,6,20,0
uniqueid_3059,Kenya,2018,Urban,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,1,48,0
uniqueid_3060,Kenya,2018,Rural,No,Female,Head of Household,Divorced/Seperated,No formal education,Self employed,3,69,0
uniqueid_3061,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,2,61,0
uniqueid_3062,Kenya,2018,Urban,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,7,42,0
uniqueid_3063,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,1,29,0
uniqueid_3064,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Formally employed Private,2,23,0
uniqueid_3065,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,4,31,0
uniqueid_3066,Kenya,2018,Urban,No,Male,Head of Household,Married/Living together,Secondary education,Informally employed,2,30,0
uniqueid_3067,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,4,26,0
uniqueid_3068,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,4,73,0
uniqueid_3069,Kenya,2018,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,8,18,0
uniqueid_3070,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Vocational/Specialised training,Informally employed,3,38,0
uniqueid_3071,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,7,38,1
uniqueid_3072,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Primary education,Informally employed,4,36,0
uniqueid_3073,Kenya,2018,Rural,No,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,6,20,0
uniqueid_3074,Kenya,2018,Rural,No,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent,1,65,0
uniqueid_3075,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,3,37,1
uniqueid_3076,Kenya,2018,Rural,Yes,Male,Child,Married/Living together,Vocational/Specialised training,Farming and Fishing,9,32,0
uniqueid_3077,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Secondary education,Remittance Dependent,1,30,1
uniqueid_3078,Kenya,2018,Urban,No,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,1,30,0
uniqueid_3079,Kenya,2018,Rural,No,Male,Head of Household,Widowed,Primary education,Remittance Dependent,1,66,0
uniqueid_3080,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,4,35,0
uniqueid_3081,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Primary education,Informally employed,2,35,0
uniqueid_3082,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,12,48,0
uniqueid_3083,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,1,21,0
uniqueid_3084,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Primary education,Informally employed,4,17,0
uniqueid_3085,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private,1,22,1
uniqueid_3086,Kenya,2018,Rural,No,Male,Child,Single/Never Married,Secondary education,Farming and Fishing,6,20,0
uniqueid_3087,Kenya,2018,Rural,Yes,Female,Child,Single/Never Married,Tertiary education,Remittance Dependent,13,30,0
uniqueid_3088,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,7,45,0
uniqueid_3089,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,No formal education,Remittance Dependent,2,75,1
uniqueid_3090,Kenya,2018,Rural,Yes,Male,Other relative,Single/Never Married,Primary education,Informally employed,5,20,0
uniqueid_3091,Kenya,2018,Urban,No,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,6,52,0
uniqueid_3092,Kenya,2018,Rural,Yes,Male,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing,1,52,0
uniqueid_3093,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed,1,28,1
uniqueid_3094,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,Secondary education,Informally employed,6,33,0
uniqueid_3095,Kenya,2018,Rural,Yes,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Government,3,35,1
uniqueid_3096,Kenya,2018,Urban,Yes,Female,Head of Household,Widowed,Primary education,Other Income,3,70,1
uniqueid_3097,Kenya,2018,Rural,Yes,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,4,46,0
uniqueid_3098,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,5,29,1
uniqueid_3099,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Government,3,42,1
uniqueid_3100,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Primary education,Self employed,2,42,0
uniqueid_3101,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,8,40,0
uniqueid_3102,Kenya,2018,Rural,Yes,Female,Head of Household,Single/Never Married,Primary education,Informally employed,4,26,0
uniqueid_3103,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed,2,56,0
uniqueid_3104,Kenya,2018,Rural,No,Female,Child,Single/Never Married,Primary education,Remittance Dependent,4,16,0
uniqueid_3105,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Farming and Fishing,3,46,0
uniqueid_3106,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,2,26,1
uniqueid_3107,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,Secondary education,Self employed,4,36,1
uniqueid_3108,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,7,20,0
uniqueid_3109,Kenya,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Primary education,Self employed,1,22,0
uniqueid_3110,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,7,33,0
uniqueid_3111,Kenya,2018,Rural,No,Male,Child,Single/Never Married,Primary education,Remittance Dependent,5,19,0
uniqueid_3112,Kenya,2018,Urban,Yes,Female,Head of Household,Widowed,No formal education,Remittance Dependent,1,70,0
uniqueid_3113,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,Tertiary education,Formally employed Private,4,36,1
uniqueid_3114,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,2,42,1
uniqueid_3115,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,No formal education,Government Dependent,2,90,0
uniqueid_3116,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Informally employed,1,56,0
uniqueid_3117,Kenya,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Primary education,Informally employed,1,41,1
uniqueid_3118,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,4,45,0
uniqueid_3119,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing,8,37,0
uniqueid_3120,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,2,23,0
uniqueid_3121,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Other Income,4,22,0
uniqueid_3122,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,3,55,1
uniqueid_3123,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,9,30,0
uniqueid_3124,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,2,18,0
uniqueid_3125,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Primary education,Informally employed,5,20,0
uniqueid_3126,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,40,0
uniqueid_3127,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Government,1,24,1
uniqueid_3128,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,34,0
uniqueid_3129,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Informally employed,5,57,0
uniqueid_3130,Kenya,2018,Urban,No,Female,Head of Household,Single/Never Married,Primary education,Informally employed,6,26,0
uniqueid_3131,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,5,26,0
uniqueid_3132,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,1,63,1
uniqueid_3133,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Primary education,Self employed,2,21,0
uniqueid_3134,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,4,26,1
uniqueid_3135,Kenya,2018,Rural,Yes,Female,Other relative,Married/Living together,Secondary education,Self employed,3,30,0
uniqueid_3136,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,7,35,0
uniqueid_3137,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Other Income,7,42,0
uniqueid_3138,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,3,22,0
uniqueid_3139,Kenya,2018,Rural,No,Female,Head of Household,Married/Living together,Primary education,Informally employed,5,35,0
uniqueid_3140,Kenya,2018,Urban,Yes,Female,Spouse,Single/Never Married,Primary education,Farming and Fishing,3,40,1
uniqueid_3141,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,3,26,0
uniqueid_3142,Kenya,2018,Urban,Yes,Female,Head of Household,Widowed,No formal education,Informally employed,1,65,0
uniqueid_3143,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,5,38,0
uniqueid_3144,Kenya,2018,Urban,No,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,6,60,0
uniqueid_3145,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,51,0
uniqueid_3146,Kenya,2018,Urban,Yes,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,7,21,0
uniqueid_3147,Kenya,2018,Urban,Yes,Male,Child,Single/Never Married,Tertiary education,Remittance Dependent,2,22,0
uniqueid_3148,Kenya,2018,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,9,18,0
uniqueid_3149,Kenya,2018,Urban,Yes,Female,Other non-relatives,Divorced/Seperated,Primary education,Formally employed Private,2,38,0
uniqueid_3150,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Self employed,4,23,0
uniqueid_3151,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,1,23,1
uniqueid_3152,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,32,1
uniqueid_3153,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Self employed,5,31,0
uniqueid_3154,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private,2,22,0
uniqueid_3155,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Informally employed,4,20,0
uniqueid_3156,Kenya,2018,Urban,No,Female,Head of Household,Widowed,Primary education,Informally employed,5,36,0
uniqueid_3157,Kenya,2018,Rural,No,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,6,17,0
uniqueid_3158,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Informally employed,6,61,0
uniqueid_3159,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,5,25,0
uniqueid_3160,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,4,54,0
uniqueid_3161,Kenya,2018,Urban,No,Female,Spouse,Married/Living together,Primary education,Informally employed,8,42,0
uniqueid_3162,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Primary education,Formally employed Private,1,22,0
uniqueid_3163,Kenya,2018,Rural,No,Male,Child,Single/Never Married,Primary education,Remittance Dependent,5,16,0
uniqueid_3164,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent,1,21,1
uniqueid_3165,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,8,40,1
uniqueid_3166,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Farming and Fishing,1,56,0
uniqueid_3167,Kenya,2018,Rural,No,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,3,16,0
uniqueid_3168,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Government Dependent,8,70,1
uniqueid_3169,Kenya,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Primary education,Informally employed,1,32,0
uniqueid_3170,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,3,31,0
uniqueid_3171,Kenya,2018,Urban,No,Female,Spouse,Married/Living together,Primary education,Informally employed,4,27,0
uniqueid_3172,Kenya,2018,Rural,No,Female,Other relative,Single/Never Married,Secondary education,Other Income,10,17,0
uniqueid_3173,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed,2,26,1
uniqueid_3174,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Informally employed,3,38,0
uniqueid_3175,Kenya,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Secondary education,Farming and Fishing,4,17,0
uniqueid_3176,Kenya,2018,Urban,Yes,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,5,16,0
uniqueid_3177,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Farming and Fishing,4,65,0
uniqueid_3178,Kenya,2018,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,4,24,0
uniqueid_3179,Kenya,2018,Urban,No,Female,Spouse,Married/Living together,No formal education,Self employed,3,65,0
uniqueid_3180,Kenya,2018,Rural,Yes,Female,Head of Household,Single/Never Married,Primary education,Informally employed,2,70,1
uniqueid_3181,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,7,47,0
uniqueid_3182,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,32,0
uniqueid_3183,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Primary education,Informally employed,2,32,0
uniqueid_3184,Kenya,2018,Rural,No,Male,Child,Married/Living together,No formal education,Farming and Fishing,4,20,0
uniqueid_3185,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,2,69,0
uniqueid_3186,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Self employed,1,46,0
uniqueid_3187,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Secondary education,Informally employed,1,27,0
uniqueid_3188,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Primary education,Informally employed,1,22,0
uniqueid_3189,Kenya,2018,Urban,No,Female,Child,Single/Never Married,Primary education,Remittance Dependent,4,18,0
uniqueid_3190,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Formally employed Private,2,21,0
uniqueid_3191,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,4,77,0
uniqueid_3192,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,22,0
uniqueid_3193,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,2,24,0
uniqueid_3194,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private,3,31,1
uniqueid_3195,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,4,44,0
uniqueid_3196,Kenya,2018,Rural,No,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,8,17,0
uniqueid_3197,Kenya,2018,Rural,No,Female,Head of Household,Widowed,No formal education,Informally employed,4,55,0
uniqueid_3198,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Vocational/Specialised training,Informally employed,3,25,1
uniqueid_3199,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent,2,26,1
uniqueid_3200,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Primary education,Informally employed,3,22,0
uniqueid_3201,Kenya,2018,Rural,Yes,Female,Child,Divorced/Seperated,No formal education,Informally employed,6,22,0
uniqueid_3202,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Primary education,Other Income,1,77,1
uniqueid_3203,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,2,46,0
uniqueid_3204,Kenya,2018,Rural,No,Female,Head of Household,Widowed,Primary education,Informally employed,5,45,0
uniqueid_3205,Kenya,2018,Urban,No,Female,Head of Household,Single/Never Married,Primary education,Informally employed,1,33,0
uniqueid_3206,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Other Income,2,60,0
uniqueid_3207,Kenya,2018,Rural,No,Female,Head of Household,Widowed,No formal education,Farming and Fishing,3,52,0
uniqueid_3208,Kenya,2018,Urban,Yes,Female,Head of Household,Widowed,No formal education,Farming and Fishing,2,78,0
uniqueid_3209,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,5,62,0
uniqueid_3210,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,4,25,1
uniqueid_3211,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,No formal education,Informally employed,3,19,0
uniqueid_3212,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Tertiary education,Farming and Fishing,5,23,1
uniqueid_3213,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,3,36,0
uniqueid_3214,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,33,0
uniqueid_3215,Kenya,2018,Rural,No,Male,Head of Household,Divorced/Seperated,No formal education,Informally employed,1,50,0
uniqueid_3216,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Government,1,23,1
uniqueid_3217,Kenya,2018,Rural,Yes,Female,Child,Divorced/Seperated,Primary education,Farming and Fishing,9,30,0
uniqueid_3218,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Remittance Dependent,1,20,0
uniqueid_3219,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,35,1
uniqueid_3220,Kenya,2018,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Self employed,7,16,0
uniqueid_3221,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Tertiary education,Self employed,1,38,1
uniqueid_3222,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,2,23,0
uniqueid_3223,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,Primary education,Informally employed,3,47,0
uniqueid_3224,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,3,27,1
uniqueid_3225,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Farming and Fishing,10,54,1
uniqueid_3226,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,2,42,0
uniqueid_3227,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,33,0
uniqueid_3228,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,6,39,1
uniqueid_3229,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Other Income,1,57,0
uniqueid_3230,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Informally employed,3,25,0
uniqueid_3231,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed,1,20,0
uniqueid_3232,Kenya,2018,Rural,Yes,Male,Head of Household,Widowed,Tertiary education,Formally employed Government,1,52,1
uniqueid_3233,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,26,0
uniqueid_3234,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private,1,38,1
uniqueid_3235,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,39,0
uniqueid_3236,Kenya,2018,Rural,No,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,6,18,0
uniqueid_3237,Kenya,2018,Rural,No,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,3,19,0
uniqueid_3238,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Government,2,32,1
uniqueid_3239,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,7,30,0
uniqueid_3240,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,4,35,0
uniqueid_3241,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,6,65,0
uniqueid_3242,Kenya,2018,Urban,No,Male,Head of Household,Single/Never Married,Secondary education,Remittance Dependent,1,21,0
uniqueid_3243,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,3,41,0
uniqueid_3244,Kenya,2018,Rural,Yes,Female,Head of Household,Single/Never Married,Primary education,Informally employed,1,51,0
uniqueid_3245,Kenya,2018,Rural,Yes,Female,Child,Single/Never Married,Vocational/Specialised training,Informally employed,3,18,0
uniqueid_3246,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,2,30,1
uniqueid_3247,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,1,48,0
uniqueid_3248,Kenya,2018,Urban,Yes,Male,Child,Single/Never Married,Tertiary education,Farming and Fishing,8,26,1
uniqueid_3249,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,68,0
uniqueid_3250,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,7,42,1
uniqueid_3251,Kenya,2018,Rural,Yes,Male,Spouse,Married/Living together,Secondary education,Remittance Dependent,5,34,0
uniqueid_3252,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,7,41,1
uniqueid_3253,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,6,30,0
uniqueid_3254,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,5,24,0
uniqueid_3255,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Informally employed,2,21,0
uniqueid_3256,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Informally employed,6,40,0
uniqueid_3257,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,2,56,0
uniqueid_3258,Kenya,2018,Urban,Yes,Female,Head of Household,Widowed,Secondary education,Self employed,2,55,0
uniqueid_3259,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Self employed,1,68,0
uniqueid_3260,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,7,36,0
uniqueid_3261,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,5,36,0
uniqueid_3262,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Tertiary education,Self employed,1,35,1
uniqueid_3263,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,6,48,0
uniqueid_3264,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Private,5,42,1
uniqueid_3265,Kenya,2018,Rural,Yes,Female,Child,Divorced/Seperated,Primary education,Remittance Dependent,2,42,0
uniqueid_3266,Kenya,2018,Rural,Yes,Male,Head of Household,Widowed,Primary education,Government Dependent,1,77,1
uniqueid_3267,Kenya,2018,Urban,Yes,Male,Child,Single/Never Married,Primary education,Remittance Dependent,7,33,0
uniqueid_3268,Kenya,2018,Urban,Yes,Female,Child,Married/Living together,Primary education,Informally employed,6,35,0
uniqueid_3269,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,2,55,0
uniqueid_3270,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,No formal education,Farming and Fishing,1,75,0
uniqueid_3271,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,8,46,0
uniqueid_3272,Kenya,2018,Urban,Yes,Male,Head of Household,Divorced/Seperated,Secondary education,Self employed,1,50,0
uniqueid_3273,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government,1,27,1
uniqueid_3274,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government,6,65,1
uniqueid_3275,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,8,55,0
uniqueid_3276,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,7,40,0
uniqueid_3277,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,4,33,0
uniqueid_3278,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Informally employed,5,66,1
uniqueid_3279,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,5,30,0
uniqueid_3280,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,6,39,1
uniqueid_3281,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,28,0
uniqueid_3282,Kenya,2018,Rural,Yes,Male,Spouse,Married/Living together,Primary education,Farming and Fishing,10,49,0
uniqueid_3283,Kenya,2018,Rural,Yes,Female,Other relative,Divorced/Seperated,Secondary education,Self employed,7,29,0
uniqueid_3284,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,5,60,0
uniqueid_3285,Kenya,2018,Urban,No,Male,Head of Household,Married/Living together,Secondary education,Informally employed,6,40,0
uniqueid_3286,Kenya,2018,Rural,Yes,Male,Head of Household,Divorced/Seperated,Primary education,Remittance Dependent,1,38,0
uniqueid_3287,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,60,0
uniqueid_3288,Kenya,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing,1,71,0
uniqueid_3289,Kenya,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Primary education,Informally employed,1,41,0
